city,state,lat,lng
Fredericksburg,VA,38.3031837,-77.4605399
Fairmead,CA,37.0763341,-120.1929487
Fairview,AL,34.909808,-87.7436397
DeRidder,LA,30.8463055,-93.2890528
Forney,TX,32.74630795,-96.4516127
Vero Beach,FL,27.6387163,-80.3975399
Urbana,IL,40.1105875,-88.2072697
Socastee,SC,33.683504,-78.9983676
Acosta,PA,40.1103542,-79.0689168
Pinion,AZ,34.4613021,-114.3294255
Veneta,OR,44.0487342,-123.3509294
Port Arthur,TX,29.8988258,-93.9287815
Temple City,CA,34.1031775,-118.052829
Ashtabula,OH,41.8650534,-80.7898089
The Woodlands,TX,30.1733046,-95.5047303
Edgecombe County,NC,35.8607136,-77.3862562
Southfield,MI,42.4733689,-83.2218731
Prichard,AL,30.7707735,-88.13598665
Floral City,FL,28.7207785,-82.30805829
Burton,SC,32.4357843,-80.7242883
Lane County,OR,43.863845,-122.7492565
Saluda,SC,34.074864,-81.4841699
Cumberland,RI,41.9667656,-71.4328363
Elyria,OH,41.3683798,-82.1076486
Klamath Falls,OR,42.224867,-121.7816704
Pembroke Pines,FL,26.0236064,-80.34125362
Mohave Valley,AZ,34.9426755,-114.5957209
Centennial,CO,39.567622,-104.9781087
Mountain Home,AR,36.358703,-92.34474499
Summit County,OH,41.1457902,-81.5333603
Bryant,AR,34.5959265,-92.4890469
Quitman,TX,32.793739,-95.4464574
Lehman,PA,41.3170249,-76.0224235
Lillington,NC,35.399327,-78.8158528
Fair Haven,CT,41.3112082,-72.8956569
Fayette County,WV,38.043516,-81.095171
Williamson,WV,37.6742682,-82.2773629
West Allis,WI,43.0166806,-88.0070315
Waycross,GA,31.2135511,-82.3540178
Champion,MI,46.5138246,-87.9634679
Crown City,OH,38.5909166,-82.2829266
Blairsville,GA,34.8761989,-83.9582412
Kenosha,WI,42.5846773,-87.8212263
Perris,CA,33.7919875,-117.2243359
Victorville,CA,34.5406414,-117.3410676
Inglewood,CA,33.9616801,-118.3531311
Nicholasville,KY,37.8806341,-84.5729961
Holbrook,ID,42.1618627,-112.6538676
Maple Valley,WA,47.3661629,-122.0447038
Coshocton,OH,40.2720151,-81.8595757
American Fork,UT,40.3768954,-111.7957645
Pahokee,FL,26.8200607,-80.6653351
Chico,CA,39.7578465,-121.8257107
Blanchard,WA,48.5934411,-122.4165538
Rankin,PA,40.412569,-79.8792161
Mount Hope,CA,32.7142185,-117.1075309
Farmville,VA,37.3020966,-78.3919403
Canyonlands National Park,UT,38.1666522,-109.984017
Wilson County,TN,36.157129,-86.32251154
Fontana,CA,34.1088175,-117.4599301
Lincoln County,TN,35.180651,-86.60132844
Stewartsville,IN,38.1847672,-87.8328061
DeLand,FL,29.0194825,-81.2941418
Edgard,LA,30.0432578,-90.5600869
Brownwood,TX,31.7337655,-98.98583485
Balch Springs,TX,32.7194665,-96.61020688
Winchester,TN,35.1859163,-86.1122071
St Charles,MO,38.783194,-90.4823681
Katy,TX,29.7929303,-95.82966515
Dinwiddie County,VA,37.0727045,-77.64801642
Placerville,CA,38.730703,-120.7963127
Paoli,OK,34.8267449,-97.2591911
Overtown,FL,25.7809311,-80.1963077
Kissimmee,FL,28.2920249,-81.4078013
Toms River,NJ,39.999917,-74.18402216
Mt Airy,OH,39.191447,-84.5702225
White Lake,MI,42.6916964,-83.5541098
Goose Creek,SC,33.0126515,-80.03275952
New Castle,IN,39.9289351,-85.3702477
Christiansburg,VA,37.1298517,-80.4089389
Gwinnett County,GA,33.95775315,-84.0424256
Fort Scott,KS,37.8397626,-94.7082951
Newaygo County,MI,43.5527077,-85.80222519
Nelson County,KY,37.756668,-85.53226818
Celina,OH,40.5489358,-84.5702338
Nederland,TX,29.9827965,-94.00187586
West Columbia,SC,33.984518,-81.09820721
Red Bluff,CA,40.182967,-122.2411728
Meads,KY,38.4125817,-82.7090513
Livingston Parish,LA,30.412795,-90.74105907
Cherokee,NC,35.2470348,-83.7031269
Boring,OR,45.4298204,-122.3746435
Machipongo,VA,37.4059695,-75.9015974
Aliquippa,PA,40.618174,-80.25101314
Dolton,IL,41.6389236,-87.607268
River Ridge,LA,29.9602043,-90.2156316
Texarkana,TX,33.441418,-94.07382434
Woodstock,GA,34.1014873,-84.5193754
Enumclaw,WA,47.2047793,-121.9916371
Porter County,IN,41.466009,-87.07492974
Kern County,CA,35.2934231,-118.7203893
Cottonwood Heights,UT,40.6196702,-111.8102104
Manistee County,MI,44.341034,-86.04564437
Pulaski County,KY,37.1125715,-84.59727103
Markham,IL,41.5936453,-87.6947699
Scotland County,NC,34.834591,-79.48619214
Brook Park,OH,41.3983838,-81.8045788
Genesee,MI,43.1125262,-83.6177333
Nixa,MO,37.0433863,-93.294353
Lapwai,ID,46.4048865,-116.8048733
Three Rivers,TX,28.4602717,-98.1825071
Roxbury,MA,42.3250978,-71.0953294
Feasterville,PA,40.1514665,-74.98867493
Shakopee,MN,44.7980186,-93.5268986
Huntingdon,PA,40.4847959,-78.0102813
Grandview,WV,37.8251153,-81.068708
Terre Haute,IN,39.4667025,-87.4139119
Warrensburg,MO,38.7627893,-93.7360498
Town of Menasha,WI,44.2227678,-88.4913744
Pompano Beach,FL,26.2378597,-80.1247667
Cheltenham,PA,40.0609445,-75.0940625
Campbellsville,KY,37.3433974,-85.3419069
Watertown,MA,42.3709299,-71.1828321
Stafford,VA,38.4167265,-77.4579783
Stamford,CT,41.0716945,-73.54429712
Westfield,PA,41.9192368,-77.5388744
Belton,SC,34.5228881,-82.4942948
Bastrop,TX,30.0854964,-97.0851637
Elkhart,IN,41.6012796,-85.8590603
Donald,OR,45.2222599,-122.8413946
Hagerstown,MD,39.6419219,-77.7202641
Madera County,CA,37.2705719,-119.6357095
Apache Junction,AZ,33.4150551,-111.5495868
Bullhead City,AZ,35.1230335,-114.5402532
Natchez,MS,31.5444215,-91.38920215
Live Oak,TX,28.170008,-97.8471215
Brentwood,TN,36.0325687,-86.7825235
Oscoda,MI,44.6789109,-84.1467693
Palm Beach,FL,26.7056206,-80.0364297
Federal Way,WA,47.3129607,-122.3393665
Terrytown,LA,29.910205,-90.0325709
Waukesha,WI,43.0116784,-88.2314813
Upper Marlboro,MD,38.8162654,-76.7518462
Robinson,TX,31.4676687,-97.1147226
Choctaw,OK,34.0246234,-95.52055
Gaffney,SC,35.0717945,-81.6498195
Merritt Island,FL,28.2714905,-80.66497697
Redwood City,CA,37.4852152,-122.2363548
Worcester,MA,42.2625932,-71.8022934
Vicksburg,MS,32.3257403,-90.87182033
Bagley,MN,47.5216231,-95.3983491
Belvidere,IL,42.2583528,-88.8416115
Sarasota,FL,27.3364347,-82.5306527
Longwood,FL,28.7007349,-81.34939781
New Iberia,LA,30.0035365,-91.8187285
Dade City,FL,28.3647248,-82.1959178
Ponchatoula,LA,30.4388041,-90.4414762
Espanola,NM,35.9911522,-106.0805887
Greenville County,SC,34.8500365,-82.34855144
Sun Lakes,AZ,33.214802,-111.8497625
Bayview,CA,40.7726266,-124.1839502
Ottawa County,MI,42.986057,-86.00652957
Ballwin,MO,38.5950182,-90.5469133
Livingston,CA,37.3868826,-120.7235329
Marengo,OH,40.4008945,-82.8107329
Edgefield County,SC,33.7543985,-81.94968105
Hopewell,VA,37.3043154,-77.2872001
Mt Morris Township,MI,43.089956,-83.75383026
Atascocita,TX,29.9988306,-95.1765978
Parkside,PA,39.864279,-75.3785252
Lansdowne,MD,39.2451071,-76.660524
Gladys,VA,37.1631988,-79.0736301
Murfreesboro,TN,35.845999,-86.3920452
Bethel Park,PA,40.3275697,-80.0394977
New Hanover County,NC,34.224045,-77.88542044
Durango,CO,37.2376805,-107.8222803
Bloomfield,NJ,40.806767,-74.1854226
Wakefield,NY,40.8978772,-73.8523569
Sunset Park,NY,40.6481594,-74.0034728
Coconut Grove,FL,25.7398164,-80.2388468
Terrell,TX,29.9351964,-101.8203006
Madras,OR,44.6334544,-121.1294872
Baker County,GA,31.2638035,-84.49868356
Seale,AL,32.2973697,-85.1688255
Delight,AR,34.0314949,-93.502959
State City,AL,32.923457,-85.9449638
Fort Walton Beach,FL,30.4057552,-86.618842
Leland,MS,33.402026,-90.90105931
Waveland,MS,30.294404,-89.37830044
Mountain Village,AK,62.0855556,-163.7294444
Alpha,IL,41.1917031,-90.3801274
Beavercreek,OH,39.771741,-84.07083637
Burkesville,KY,36.7903399,-85.3705186
Homerville,GA,31.0365983,-82.7470849
Tularosa,NM,33.073973,-106.0186025
Miramar,FL,25.97592075,-80.33472174
Newburgh,NY,41.5034271,-74.0104179
Evanston,OH,39.1445039,-84.4693865
Granite City,IL,38.7014389,-90.1487199
Wheeling,IL,42.1251965,-87.92932893
Lawrence,IN,38.8400395,-86.4880717
Hacienda Heights,CA,34.0022074,-117.9783995
Fuquay-Varina,NC,35.5843235,-78.8000128
Muskegon,MI,43.2341813,-86.2483921
Sussex,VA,36.9096897,-77.2741121
Spanaway,WA,47.0979462,-122.4243422
Olney,PA,40.0412227,-75.1237863
Schenectady,NY,42.8142432,-73.9395687
Suisun City,CA,38.2475585,-122.0074114
Eden Prairie,MN,44.8546856,-93.470786
Jackson Hole,WY,43.6841215,-110.4436166
Denham Springs,LA,30.4868564,-90.9562125
Bude,MS,31.4629491,-90.8501014
Hot Springs,AR,34.4310705,-93.04270134
Falmouth,ME,43.729525,-70.241993
Scappoose,OR,45.7572997,-122.8743589
Toccoa,GA,34.5773206,-83.3323851
Atoka County,OK,34.419336,-95.96406506
Wentzville,MO,38.81144,-90.8529107
Compton,CA,33.9136248,-118.2468201
Oakland Park,FL,26.1802357,-80.15141411
La Mesa,CA,32.7678288,-117.0230839
Coachella,CA,33.6795519,-116.176338
Rosedale,MD,39.3201074,-76.5155191
Murray,KY,36.6103334,-88.314761
Wedowee,AL,33.3056395,-85.49274657
Darby,PA,39.9184461,-75.2590721
Duquesne,PA,40.3814581,-79.8597708
Leesburg,FL,28.7891025,-81.87269846
Muldrow,OK,35.4062034,-94.5988306
Charlestown,MA,42.3778749,-71.0619957
Bessemer City,NC,35.2848579,-81.28397
Columbia County,FL,30.2116605,-82.62635067
Corsicana,TX,32.0756495,-96.49526755
Great Falls,MT,47.506188,-111.2314053
Reservoir Hill,MD,39.3137013,-76.633292
Green Bay,WI,44.5299412,-88.0248317
Minerva,NY,43.7914527,-73.984302
Ottawa,OH,41.0192185,-84.0471666
Yucca Valley,CA,34.13471065,-116.4136822
Forsyth,GA,34.2484331,-83.9748056
Orland Park,IL,41.6303103,-87.8539425
Eureka,MO,38.5025537,-90.6279044
Stromsburg,NE,41.1135884,-97.5977434
Winter Garden ,FL,28.550287,-81.59259764
Rio Linda,CA,38.687172,-121.4593566
New Straitsville,OH,39.577847,-82.2376489
Waynesville,IN,39.1150521,-85.8916509
Cudahy,CA,33.9626205,-118.181598
Brandywine,MD,38.6967833,-76.8477485
Alleghany County,VA,37.7805575,-80.03089873
Dorcas,FL,30.7982425,-86.4157823
Gastonia,NC,35.262082,-81.1873005
Pearsall,TX,28.8921939,-99.095033
Mustang,NV,39.5218565,-119.6285169
Buford,CT,41.820168,-73.256658
Pulaski,TN,35.1998023,-87.0308412
Dacusville,SC,34.9353949,-82.5587384
Federal Heights,CO,39.86754425,-105.0200215
Red Boiling Springs,TN,36.5333888,-85.8499798
Desert Hot Springs,CA,33.9614721,-116.5539023
Boger City,NC,35.4806895,-81.2134133
California,CA,37.786376,-122.2902807
Montclair,NJ,40.8259332,-74.2090344
Santa Clarita,CA,34.3916641,-118.542586
Uniondale,NY,40.7003793,-73.5929056
Alhambra,CA,34.0855425,-118.1344195
Chicago Heights,IL,41.5062834,-87.6357079
Benton,IL,37.9967163,-88.9200685
Lantana,FL,26.58295435,-80.05594064
Arcata,CA,40.8665166,-124.0828396
Booneville,KY,37.4761991,-83.6749145
Beech Island,SC,33.4273614,-81.8909473
Anahuac,TX,29.7651595,-94.6781375
Pleasant Grove,TX,32.0212766,-94.9554951
Uniontown,PA,39.900076,-79.7164326
Brooksville,FL,28.5552719,-82.3878709
Baytown,TX,29.684649,-94.93093939
Spartanburg,SC,34.9498007,-81.9320157
Big Island,HI,19.3453191,-154.9804739
Herndon,VA,38.9695316,-77.3859479
Crozet,VA,38.0695816,-78.7005751
Coatesville,PA,39.9831616,-75.8238355
Severn,MD,39.1370528,-76.6983022
Southlake,TX,32.962582,-97.15113515
Lafourche Parish,LA,29.50317955,-90.36353872
Helena,MT,46.5927122,-112.036109
Princeton,IN,38.3553236,-87.5675223
Sutton,AK,61.7113889,-148.8941667
Superior,MN,44.0488548,-92.52468241
Union County,NC,34.9795158,-80.5128209
Zion,IL,42.4461322,-87.8328505
Fife,WA,47.2359524,-122.3626381
Botetourt County,VA,37.5554865,-79.75459925
Bedford County,VA,37.3150005,-79.56432795
Grove,OK,36.5936863,-94.7691186
Bean Station,TN,36.3437017,-83.284062
Alexander,NC,35.924738,-81.1716315
Kinnelon,NJ,41.0017644,-74.367096
Baldwin Park,CA,34.0811095,-117.9645179
Madisonville,OH,39.1573886,-84.3903684
Spring,TX,30.0798826,-95.4172549
Kanawha County,WV,38.2972545,-81.5241903
Ridgefield,CT,41.2671885,-73.49350439
Lincolnton,NC,35.473745,-81.2545251
Mt Morris Township ,MI,43.089956,-83.75383026
Stanaford,WV,37.8159477,-81.1523219
Berlin Township,MI,42.0347283,-83.25205799
Washington Terrace,UT,41.1727268,-111.9766208
New Rochelle,NY,40.9115386,-73.7826363
Concho County,TX,31.3336505,-99.85967694
Eden,TX,31.2161476,-99.8454772
Orangeberg,SC,33.4273582,-80.2807457
Peabody,MA,42.5278731,-70.9286609
Harper,TX,30.2999195,-99.2442144
Islip,NY,40.7298207,-73.2103934
Salida,CO,38.5227255,-106.018125
Taylor Lake Village,TX,29.5774867,-95.05744774
Denison,TX,33.706201,-96.58444664
Leander,TX,30.57814,-97.84258889
Santa Paula,CA,34.3554985,-119.0649547
Orosi,CA,36.5473593,-119.2892485
Hillsboro,OR,45.5228939,-122.989827
Lake Elsinore,CA,33.6680772,-117.3272615
Upper Darby,PA,39.9284459,-75.2737955
Soldotna,AK,60.4877675,-151.06101
Central Islip,NY,40.7906538,-73.2017811
Holyoke,MA,42.2241545,-72.64021752
Fort Mitchell,KY,39.0595047,-84.5474432
Steamboat Springs,CO,40.484171,-106.8292081
Rusk,TX,31.8762825,-94.5339953
Henry County,GA,33.472561,-84.11966891
Crossville,TN,35.9489566,-85.0269015
Kent,WA,47.3826903,-122.2270272
Charleston County,SC,32.97595765,-79.56081424
Blackville,SC,33.3579297,-81.2706606
Mauston,WI,43.7971946,-90.0773495
Pataskala,OH,39.9956193,-82.6743341
Perry County,IN,38.0529355,-86.61445245
Lake Stevens,WA,48.0197794,-122.0660914
Orient,OH,39.8028398,-83.1518555
Pine Hills,FL,28.5829077,-81.46182937
Selma,AL,32.417836,-87.02313179
South Daytona,FL,29.1672435,-81.00575273
Gardena,CA,33.8883302,-118.3070892
East Windsor,CT,42.4778637,-72.9856541
Largo,MD,38.8823465,-76.82862429
Jersey Township,OH,40.08599765,-82.70354463
Larimer County,CO,40.6286398,-105.4462703
Wilmette,IL,42.0770909,-87.7238936
Dowagiac,MI,41.9842123,-86.1086228
Big Spring,KY,37.7992318,-86.1521912
Hartland,WV,38.432046,-81.1126092
Simi Valley,CA,34.2657598,-118.7313464
San Jacinto,CA,33.794793,-117.006396
Joshua,TX,32.4615291,-97.3880732
Shoreview,MN,45.0722056,-93.1282878
Olive Branch,MS,34.9617605,-89.8295315
Geismar,LA,30.2043633,-91.0226013
Haywood County,NC,35.5456202,-82.9907823
Jefferson,GA,32.9140428,-82.3089137
Fannett,TX,29.9260395,-94.2504458
Washington DC,DC,38.8951148,-77.0363716
Norcross,GA,33.9412127,-84.2135309
Wolfforth,TX,33.5059189,-102.0090575
Ontario,CA,34.0633443,-117.6508876
Mad River,CA,40.4139261,-123.4730396
Gig Harbor,WA,47.3259697,-122.5878659
Bear,DE,39.6292788,-75.6582628
Steele Creek,NC,35.1134161,-80.9522949
Basin City,WA,46.5940274,-119.1522344
Midwest City,OK,35.4741805,-97.37978958
Hohenwald,TN,35.5478514,-87.5519629
Prescott Valley,AZ,34.6100243,-112.315721
Mount Orab,OH,39.0275659,-83.919652
Colington,NC,36.0079445,-75.7015657
Richfield,MN,44.8766431,-93.2877877
Speedway,IN,39.8022653,-86.2672127
Acworth,GA,34.0659329,-84.6768796
Elfers,FL,28.213023,-82.72327415
Walnut Hill,FL,30.8854631,-87.5099827
Orange Park,FL,30.1660736,-81.706484
Windsor,CA,38.532455,-122.7603396
Afton,VA,38.0323598,-78.839189
Millersville,MD,39.0595542,-76.6480219
Gavilan Hills,CA,33.784463,-117.3692084
Jonesboro,GA,33.5215013,-84.3538128
Paden,OK,35.5078487,-96.5675136
Sulphur Springs,FL,28.0252965,-82.4509276
Orondo,WA,47.6259626,-120.2253534
Hitchcock,TX,29.261449,-95.01752857
Black River Falls,WI,44.2946834,-90.8515311
Sunnyvale,CA,37.3688301,-122.0363496
Spanish Fork,UT,40.114955,-111.654923
La Puente,CA,34.0331365,-117.9521906
Mount Enterprise,TX,31.9179473,-94.6810439
Caln,PA,39.9909398,-75.7802235
Lehigh Acres,FL,26.6042355,-81.65823732
Sardis,GA,32.975157,-81.757613
Lamar,PA,41.0161767,-77.5311034
Forestport,NY,43.4420132,-75.2071112
Pottsville,PA,40.6859385,-76.1949411
Noble,MO,36.7475599,-92.5698875
Oroville,CA,39.4900785,-121.5644877
Darien,IL,41.7499912,-87.9803395
Winter Park,FL,28.600154,-81.34275672
Erie,PA,42.129461,-80.085239
Mullan,ID,47.4702078,-115.8018253
Boise City,OK,36.7296748,-102.5131384
Kennedy Heights,OH,39.1856147,-84.408274
Lake Helen,FL,28.9808195,-81.2333937
Fullerton,CA,33.8725893,-117.9229191
Maryvale,AZ,33.5019864,-112.1776524
Fairview Heights,MO,37.3886096,-79.138499
Havana,IL,40.3014316,-90.0633625
Ingleside,TX,27.8666025,-97.20674791
Sugar Creek,WI,42.723047,-88.469036
Trotwood,OH,39.7972788,-84.3113334
Plano,TX,33.0136764,-96.6925096
Altamont,OR,42.2068123,-121.737224
Clear Lake,MN,45.4449657,-93.9988708
Perryville,MO,37.7242202,-89.8612196
Northridge,CA,34.2285918,-118.5369316
Castro Valley,CA,37.7158075,-122.0903121
Carlisle County,KY,36.86291665,-88.97007725
Ankeny,IA,41.7318715,-93.6003837
Fruita,CO,39.1588697,-108.7289883
Henrico,VA,37.5455191,-77.4234124
Hartwell,OH,39.2133917,-84.4685536
Sugar City,CO,38.2319494,-103.6630011
Round Rock,TX,30.572587,-97.6483834
South Strabane,PA,40.1384049,-80.163391
Swansea,MA,41.7481575,-71.1897684
Ashburn,GA,31.7060134,-83.653224
West Toledo,OH,41.6915318,-83.5582751
Danby,VT,43.3461841,-72.9953817
Burlington,NJ,39.9325409,-74.7226665
Wabash,NE,40.886389,-96.2544559
New Britain,CT,41.6804055,-72.78827613
Southern Pines,NC,35.1740471,-79.3922539
Midland County,TX,31.86918585,-102.0315869
Rochester Hills,MI,42.6583661,-83.1499322
Falls Church,VA,38.882334,-77.1710914
Kirkwood,MO,38.5833862,-90.406785
Comstock,MI,42.2867083,-85.5133374
Nacogdoches County,TX,31.536146,-94.59451605
Attleborough,MA,41.9250996,-71.3494994
Bath,NY,42.3370164,-77.3177577
Wellford,SC,34.9509521,-82.1059416
Plainwell,MI,42.4400357,-85.6489035
Pensacola Beach,FL,30.3335333,-87.1374676
South El Monte,CA,34.0488705,-118.0457581
Pennsauken,NJ,39.9562238,-75.0579502
Orange City,FL,28.9488761,-81.2986741
Kennedy,PA,41.680071,-77.4283124
Tallulah,MS,32.396245,-91.189765
Homosassa,FL,28.7824245,-82.6065264
Caledonia,VT,44.4678493,-72.0897101
St Regis,MT,47.2993743,-115.1026388
Lynnwood,WA,47.8278656,-122.3053932
Little River,SC,33.8732279,-78.6141798
Los Lunas,NM,34.8085625,-106.7609814
Athens County,OH,39.3231286,-82.0954219
Shelby,NC,35.2923513,-81.5356463
Winnfield,LA,31.9254413,-92.6395932
Panther Creek,TX,30.1658518,-95.4923714
Glouster,OH,39.503126,-82.0845892
Jonben,WV,37.6562267,-81.1920434
Iowa City,IA,41.6606893,-91.5302214
Redondo Beach,CA,33.8491816,-118.3884078
Garden Grove,CA,33.7746292,-117.9463717
Ceres,CA,37.5972605,-120.9478564
Modoc,IN,40.0453238,-85.1263542
Toppenish,WA,46.3773509,-120.3086667
Whitman County,ID,46.7284485,-117.166927
Edmond,OK,35.6672015,-97.42937037
Manitowoc,WI,44.0886059,-87.6575841
Dos Palos,CA,36.985468,-120.631139
Pullman,WA,46.7304625,-117.1645608
Hope,AR,33.6670616,-93.5915665
Hunters Point,CA,37.727029,-122.3589769
Peyton,CO,39.0288809,-104.4830238
St Peter,MN,44.3235774,-93.9580145
Festus,MO,38.2207112,-90.3959504
North Lauderdale,FL,26.217305,-80.2258811
Tuscon,AZ,32.11204655,-110.9347214
Clymer,PA,40.6681213,-79.0116985
Pasco,WA,46.2395793,-119.1005657
South Linden,OH,40.0406197,-82.9607371
Enterprise,AL,31.2832595,-85.81497273
Chiloquin,OR,42.5776364,-121.8661258
Flemington,NJ,40.5123258,-74.8593318
Monticello,NY,41.6556465,-74.6893282
Freeport,ME,43.8570242,-70.1031057
Villa Rica,GA,33.732052,-84.9191081
Laguna Hills,CA,33.65719445,-117.349399
Jurupa Valley,CA,33.9798472,-117.4515754
Carmel,NY,41.4266361,-73.6788272
Beltrami County,MN,47.976307,-94.84024333
Maysel,WV,38.4859334,-81.1126102
North Austin,TX,30.36815625,-97.70668739
Hemet,CA,33.722095,-117.006519
Amber,OK,35.1603415,-97.8792104
Springfield Township,OH,39.1998095,-84.46665035
New Hope,MN,45.0380201,-93.3866185
Conley,GA,33.6358095,-84.32943956
Littlerock,CA,34.52139,-117.9873919
Midlothian,VA,37.5059815,-77.6491579
Marks,MS,34.251709,-90.27436897
LaVergne,TN,36.05089,-86.577127
Chantilly,VA,38.8943792,-77.4305118
Grants Pass,OR,42.4393707,-123.3272489
Shirley,NY,42.5767271,-78.9136452
New Braunfels,TX,29.7029248,-98.12469
Vacaville,CA,38.34234285,-121.901545
Cocoa Beach,FL,28.330172,-80.62624541
Rutherfordton,NC,35.3692877,-81.9567716
Grants Pass,OR,42.4393707,-123.3272489
North Union,PA,43.0686883,-77.7968023
Wylam,AL,33.5059398,-86.9252705
Granville,NY,43.4078495,-73.259553
Florissant,MO,38.789217,-90.322614
St Louis,MO,38.6272733,-90.1978889
Hillsborough,FL,27.9442248,-82.44468392
Muscatine,IA,41.424473,-91.0432051
Bristol,WV,39.2878659,-80.5239841
Kerman,CA,36.7221815,-120.0624608
Swift Creek,NC,35.5031037,-78.3794196
Lake Merritt,CA,37.8045934,-122.256267
Pound,WI,45.0941494,-88.0339927
Donalsonville,GA,31.0404625,-84.8790911
Lead,SD,44.3522065,-103.7651984
Elizabethton,TN,36.3487196,-82.2106876
Honey Grove,TX,33.5834377,-95.9099681
Hazelwood,PA,40.4131664,-79.9391633
Glenarden,MD,38.9292782,-76.8616387
Redmond,OR,44.2726203,-121.1739212
Elmendorf,TX,29.2581166,-98.30167199
Malott,WA,48.2826495,-119.7067271
Calais,ME,45.1889633,-67.2786039
Cabot,AR,34.9803265,-92.01916115
East Ridge,TN,36.2994397,-82.3702243
Stoneham,MA,42.4800954,-71.0994976
Malvern,AR,34.3623149,-92.8129463
Cragsmoor,NY,41.6734269,-74.3854321
Turbeville,SC,33.8907158,-80.0184063
Richland,WA,46.2778406,-119.2769067
Gilford,MI,43.4941889,-83.6219063
Natalia,TX,29.189684,-98.8625269
Guston,KY,37.8928444,-86.2219159
Batesville,MS,34.318041,-89.92790375
Poinciana,FL,28.1402939,-81.4584058
Horton,PA,41.6050664,-77.8413829
North Miami Beach,FL,25.9288015,-80.15281205
Bunkie,LA,30.9532472,-92.1826258
Escambia,FL,30.5476304,-87.21598081
Gallatin,TN,36.3883031,-86.4475898
Algiers,LA,29.9510514,-90.08108878
Albuquerque ,NM,35.0877555,-106.737171
East Baton Rouge,LA,30.4143987,-91.1774318
Hawkinsville,GA,32.2837731,-83.4721177
Arcadia,OK,35.6667233,-97.3267025
Nicholas County,WV,38.3183215,-80.8252353
Bucks County,PA,40.3285875,-75.12992376
Tidwell,TX,33.2095584,-96.1013617
Athens,TN,35.4428512,-84.5929898
St Louis County,MO,46.818539,-92.094288
Shannon Hills,AR,34.6200931,-92.3954325
Los Angeles ,CA,34.0536781,-118.2427025
Crestwood,KY,38.0097999,-84.5110499
West Oakland,CA,37.80485795,-122.2951677
Frostburg,MD,39.6581425,-78.928357
North Richland Hills,TX,32.8601325,-97.2120549
Angola,IN,41.6348464,-84.9992683
Fern Creek,KY,38.15979,-85.5877362
Glen Park,IN,41.5417032,-87.3361482
Maui,HI,20.7873849,-156.38627
Van Nuys,CA,34.1865032,-118.4489363
Delmar,MD,38.4559497,-75.577425
Reidsville,NC,36.3548586,-79.6644748
Homer City,PA,40.5434007,-79.1622566
Palmetto,CA,33.7453584,-117.7771984
Hudson Lake,IN,41.7154271,-86.5458523
Piqua,OH,40.1447732,-84.2424449
Batavia,IL,41.8500284,-88.3125738
Arleta,CA,34.2675168,-118.4516963
Pooler,GA,32.114441,-81.21970752
Yale,OK,36.1142305,-96.6991933
Senatobia,MS,34.6040125,-89.97382986
Sewickley,PA,40.5364566,-80.1845031
Troy,AL,31.8072405,-85.95791119
Sylacauga,AL,33.1795865,-86.26184998
Belleville,NJ,40.7937116,-74.1501438
Cabazon,CA,33.90848725,-116.7793154
Edina,MO,40.1675386,-92.1726821
Othello,WA,46.8259742,-119.1752913
Lower Pottsgrove,PA,40.2509313,-75.5929597
Exposition Park,CA,34.0150132,-118.2864635
Galloway,NJ,39.4916874,-74.50355406
Elwood,IN,40.2769834,-85.8419246
Bonita Springs,FL,26.3617755,-81.7930307
Bridgeton,NJ,39.427337,-75.2340768
Midland,TX,31.83688,-102.0103767
Middleboro,MA,41.8931576,-70.9111517
Seaside,CA,36.62581365,-121.8170327
West Monroe,LA,32.5184775,-92.1476353
Bonner Springs,KS,39.059726,-94.8835754
Pinellas Park,FL,27.86002,-82.70438845
Northport,AL,33.229007,-87.5772293
Ostrander,OH,40.266172,-83.2126932
Cave City,KY,37.1367171,-85.9569195
Arlington Heights,CA,40.055725,-120.8902318
Oak View,CA,34.397523,-119.3002289
Cowan,IN,40.1058781,-85.388582
Buena Vista,MI,43.4203028,-83.8985827
Ybor City,FL,27.9600475,-82.4411596
Leavenworth,KS,39.3111112,-94.9224637
New Brunswick,NJ,40.4862174,-74.4518173
New Orleans ,LA,29.9499323,-90.0701156
Gretna,NE,41.118705,-96.25659398
Vernon,CA,33.999658,-118.2046588
St George,SC,33.1859958,-80.5756534
Rigby,ID,43.6752023,-111.9180019
Kodiak,AK,57.7909145,-152.4049321
Donaldsonville,LA,30.1010324,-90.9928774
Affton,MO,38.5506084,-90.3331719
Overland Park,KS,38.9822282,-94.6707917
Gloucester Township,NJ,39.7893,-75.04764216
Elkins,WV,38.9259397,-79.8467349
St Robert,MO,37.8280961,-92.1776664
Dearborn,MI,42.3222599,-83.1763145
Novi,MI,42.48059,-83.4754913
Oil City,PA,41.4339484,-79.7064413
Riviera Beach ,FL,26.7885659,-80.06077792
Colonial Heights,VA,37.244039,-77.4102607
Copiah County,MS,31.8681405,-90.42632333
East Rutherford,NJ,40.833989,-74.0970865
Rodgers Forge,MD,39.38056195,-76.61214533
Deming,NM,32.2686981,-107.7586404
Irmo,SC,34.0859829,-81.1831513
Hominy,OK,36.4142357,-96.3952963
Chambersburg,PA,39.9405903,-77.6598624
Alameda,CA,37.7652065,-122.2416355
Niles,OH,41.1828353,-80.765358
